lemma,cefr_level,ipa,def_en,source_list
swelling,C1,/ˈswo ʊlɪŋ/,Abnormal enlargement caused by injury or infection.,langeek_c1
swindler,C1,/ˈswɪndlər/,Person who cheats or defrauds people out of money.,langeek_c1
swing,C1,/swɪŋ/,To move or cause to move back and forth while suspended.,langeek_c1
swollen,C1,/ˈswo ʊlən/,"Enlarged due to injury, infection, or inflammation.",langeek_c1
syllabus,C1,/ˈsɪləbəs/,"Document outlining topics, assignments, and expectations for a",langeek_c1
symbolic,C1,/sɪmˈbɒlɪk/,Representing ideas or concepts through symbols or imagery.,langeek_c1
symbolism,C1,/ˈsɪmbəlɪzəm/,"Practice of using symbols to represent ideas, objects, or",langeek_c1
symphony,C1,/ˈsɪmfəni/,A large orchestral composition in multiple movements.,langeek_c1
syndrome,C1,/ˈsɪndro ʊm/,A set of symptoms indicating a medical condition.,langeek_c1
synthesis,C1,/ˈsɪnθəsɪs/,Act of producing a substance existing in living beings.,langeek_c1
synthesizer,C1,/ˈsɪnθəsaɪzər/,An electronic instrument generating various musical sounds.,langeek_c1
syrup,C1,/ˈsɪrəp/,"Thick sweet liquid made from sugar , often used as sauce.",langeek_c1
tabloid,C1,/ˈtæbl ɔɪd/,"Small newspaper emphasizing pictures and celebrity news, less",langeek_c1
taco,C1,/ˈtɑːkoʊ/,"Folded tortilla with fillings such as meat or beans, Mexican",langeek_c1
tactful,C1,/ˈtæktf əl/,Careful to avoid offending or upsetting others.,langeek_c1
tailored,C1,/ˈteɪlərd/,Clothing cut and fitted to conform perfectly to wearer’s body.,langeek_c1
take a chance,C1,/teɪk ə tʃæns/,To undertake an action involving risk or uncertainty.,langeek_c1
take over,C1,/teɪk ˈoʊvər/,To gain control of a company by buying majority shares.,langeek_c1
talk into,C1,/tɔːk ˈɪntuː/,To persuade someone to do something they initially do not,langeek_c1
tan,C1,/tæn/,To become darker or brown due to sun exposure.,langeek_c1
tango,C1,/ˈtæŋ ɡoʊ/,A dramatic partner dance music from Argentina.,langeek_c1
tanker,C1,/ˈtæŋk ər/,A vehicle designed to transport large liquid quantities.,langeek_c1
tariff,C1,/ˈtærɪf/,Tax paid on imported or exported goods.,langeek_c1
tarot,C1,/ˈtæro ʊ/,Set of illustrated cards used in fortune -telling practices.,langeek_c1
tart,C1,/tɑːrt/,Pie without top crust filled with sweet or savory ingredients.,langeek_c1
tasteless,C1,/ˈteɪstləs/,Lacking flavor or appealing taste entirely.,langeek_c1
teatime,C1,/ˈtiːta ɪm/,Early evening or afternoon meal or light snack.,langeek_c1
tedious,C1,/ˈtiːdi əs/,"Boring, repetitive, causing weariness due to lack of variety.",langeek_c1
teleconference,C1,/ˌtɛlɪˈkɒnfərəns/,Meeting held among participants at different locations online.,langeek_c1
telegraph,C1,/ˈtɛlɪɡræf/,System for sending messages electrically over long distances.,langeek_c1
teletext,C1,/ˈtɛliˌtɛkst/,Television service providing written news and information,langeek_c1
televise,C1,/ˈtɛlɪˌvaɪz/,To broadcast or show content on television to viewers.,langeek_c1
temperate,C1,/ˈtɛmpərət/,"Climate or region with moderate temperature, not extreme hot",langeek_c1
tempt,C1,/tɛmpt/,To feel a strong desire to do something often forbidden.,langeek_c1
ten-four,C1,/tɛn fɔːr/,Radio code expressing affirmative response or understanding.,langeek_c1
tender,C1,/ˈtɛndər/,"Easy to cut or chew, especially referring to food.",langeek_c1
tentative,C1,/ˈtɛntətɪv/,"Not firmly established or decided, allowing possible future",langeek_c1
terabyte,C1,/ˈtɛrəˌbaɪt/,Data measurement equal to 1024 gigabytes in computer,langeek_c1
terminate,C1,/ˈtɜːrmɪneɪt/,To bring something to a complete end.,langeek_c1
terrific,C1,/təˈrɪfɪk/,"Extremely great, impressive, or astonishing in quality.",langeek_c1
testify,C1,/ˈtɛstɪfaɪ/,To give formal evidence as a court witness.,langeek_c1
testimony,C1,/ˈtɛstɪmoʊni/,A sworn statement given as court evidence.,langeek_c1
thankfully,C1,/ˈθæŋkf əli/,Expressing relief or gratitude for a positive circumstance.,langeek_c1
that said (phr .),C1,/ðæt s ɛd/,Introducing a statement contrasting what was previously stated.,langeek_c1
thatched,C1,/ˈθætʃt/,"Having roof made of dried straw, leaves, or similar material.",langeek_c1
thaw,C1,/θɔː/,To melt or become softer after being frozen solidly.,langeek_c1
the milky way,C1,/ðə ˈmɪlki we ɪ/,Pale light band in sky containing our solar system.,langeek_c1
theatrical,C1,/θiˈætr ɪkəl/,Relating to theater as an art form or profession.,langeek_c1
then again (phr .),C1,/ðɛn əˈɡɛn/,Used to introduce a statement contradicting a previous one.,langeek_c1
theology,C1,/θiˈɑːlədʒi/,"Academic study of religion, faith, and spiritual beliefs.",langeek_c1
theoretical,C1,/θɪəˈrɛtɪkəl/,Based on theory or reasoning rather than practical application.,langeek_c1
thereafter,C1,/ˌðɛrˈæft ər/,From a particular point in time onward.,langeek_c1
thereby,C1,/ˌðɛrˈbaɪ/,Used to indicate how result or outcome is achieved.,langeek_c1
thermal,C1,/ˈθɜːrməl/,"Related to heat, temperature, or energy stored as heat.",langeek_c1
thermometer,C1,/θərˈmɑːmɪtər/,Device used to measure a person's body temperature,langeek_c1
think twice,C1,/θɪŋk twa ɪs/,To think carefully before doing something important.,langeek_c1
third person,C1,/θɜːrd ˈp ɜːrsən/,Storytelling mode using pronouns like “he” or “she” for,langeek_c1
thrilled,C1,/θrɪld/,"Experiencing intense excitement, pleasure, or emotional",langeek_c1
thrive,C1,/θraɪv/,"To grow, develop, or succeed exceptionally well.",langeek_c1
thumbtack,C1,/ˈθʌmtæk/,Short pin with flat head for attaching paper to wall or board.,langeek_c1
thunderclap,C1,/ˈθʌndərˌklæp/,Single loud sound of thunder occurring during stormy,langeek_c1
thundercloud,C1,/ˈθʌndərˌklaʊd/,Large dark cloud producing lightning and associated thunder .,langeek_c1
thyme,C1,/taɪm/,Aromatic leaves used fresh or dried to season food.,langeek_c1
tidal wave,C1,/ˈtaɪdəl weɪv/,A massive sea surge flooding coastal land suddenly.,langeek_c1
tight -knit,C1,/ˌtaɪtˈnɪt/,Group or family maintaining a strong and friendly relationship,langeek_c1
tighten,C1,/ˈtaɪtn/,"To hold, fasten, or turn something firmly.",langeek_c1
tile,C1,/taɪl/,"Flat piece of material covering floors, walls, or roofs.",langeek_c1
timber,C1,/ˈtɪmbər/,To grow or harvest trees for wood use.,langeek_c1
timely,C1,/ˈtaɪmli/,Well -timed; happening at an appropriate moment.,langeek_c1
timid,C1,/ˈtɪmɪd/,"Lacking confidence, courage, or assertiveness.",langeek_c1
tinned,C1,/tɪnd/,Preserved and sold in a sealed metal container .,langeek_c1
tip,C1,/tɪp/,Helpful suggestion or piece of advice about what to do.,langeek_c1
title page,C1,/ˈtaɪtl pe ɪdʒ/,"Front page of a book showing title, author , publisher names.",langeek_c1
to date,C1,/tə deɪt/,Up until the present moment or current time.,langeek_c1
tofu,C1,/ˈtoʊfuː/,Soft white food made from mashed soybeans.,langeek_c1
tolerance,C1,/ˈtɒlərəns/,Willingness to accept behavior or opinions contrary to one’s,langeek_c1
tolerant,C1,/ˈtɒlərənt/,Respecting differing opinions or behaviors.,langeek_c1
tolerate,C1,/ˈtɒləreɪt/,To accept something disliked without protest or opposition,langeek_c1
toll,C1,/toʊl/,Number of deaths or injuries caused by disasters.,langeek_c1
tomahawk,C1,/ˈtɑːməˌhɔːk/,Small ax used by Native Americans for fighting or utility.,langeek_c1
topnotch,C1,/ˈtɒpnɒtʃ/,Of the highest standard or quality.,langeek_c1
torrent,C1,/ˈtɒrənt/,"Fast-moving, powerful stream of water or liquid substance.",langeek_c1
torso,C1,/ˈtɔːrsoʊ/,Upper body excluding arms and head.,langeek_c1
torture,C1,/ˈtɔːrtʃər/,To violently hurt a person for punishment or information.,langeek_c1
toss,C1,/tɔs/,To make a decision by throwing a coin in air .,langeek_c1
tourist class,C1,/ˈtʊərɪst klæs/,"Lowest class of accommodations on plane, ship, or hotel.",langeek_c1
touristy,C1,/ˈtʊərɪsti/,"Appealing to tourists, often in a way that is undesirable.",langeek_c1
tradesman,C1,/ˈtreɪdzm ən/,"Person selling goods, particularly in shops or marketplaces.",langeek_c1
tragic,C1,/ˈtræd ʒɪk/,Related to or characteristic of tragic events or literature.,langeek_c1
trail,C1,/treɪl/,To be pulled along behind a leading object or force.,langeek_c1
transaction,C1,/trænˈzæk ʃən/,Process of buying or selling goods or services between parties.,langeek_c1
transgender,C1,/trænzˈd ʒɛndər/,Gender identity does not match the sex assigned at birth.,langeek_c1
transitive verb,C1,/ˈtrænz ətɪv vɜːrb/,Verb that requires a direct object to complete its meaning.,langeek_c1
transparent,C1,/trænsˈpær ənt/,Able to be seen through.,langeek_c1
trauma,C1,/ˈtrɔːmə/,"Mental condition caused by extreme shock, often long -lasting.",langeek_c1
treatise,C1,/ˈtriːtɪs/,"Formal, detailed written work on a specific subject.",langeek_c1
treaty,C1,/ˈtriːti/,Formal agreement governing relations between states.,langeek_c1
tremendous,C1,/trɪˈmɛndəs/,"Exceptionally large, great, or powerful.",langeek_c1
trench,C1,/trɛnʧ/,Long narrow ditch providing protection to soldiers during,langeek_c1
trilogy,C1,/ˈtrɪlədʒi/,"Set of three related books, movies, or similar works.",langeek_c1
triumph,C1,/ˈtraɪʌmf/,A great victory or achievement gained through struggle or,langeek_c1
troubled,C1,/ˈtrʌbəld/,Feeling anxious or worried.,langeek_c1
truant,C1,/ˈtruːənt/,Student who stays away from school without official permission.,langeek_c1
truce,C1,/truːs/,Agreement to temporarily stop fighting between enemies.,langeek_c1
true crime,C1,/ˌtruː ˈkra ɪm/,"Genre involving real crimes, criminals, and historical events.",langeek_c1
trustee,C1,/ˈtrʌsti/,Person or group managing property or funds on behalf of,langeek_c1
trustworthy,C1,/ˈtrʌstwɜːrði/,Deserving trust and confidence from others.,langeek_c1
truthful,C1,/ˈtruːθfəl/,Honest and free from lies or deception.,langeek_c1
tundra,C1,/ˈtʌndrə/,"Flat Arctic regions with frozen soil, no tree growth.",langeek_c1
tune in,C1,/tuːn ɪn/,To watch a TV program or listen to a radio broadcast.,langeek_c1
tuneless,C1,/ˈtjuːnl əs/,Lacking melody or pleasant musical sound.,langeek_c1
tureen,C1,/tʊˈriːn/,Deep dish with lid for serving soup or stew.,langeek_c1
turnip,C1,/ˈtɜrnɪp/,Root vegetable with creamy flesh and purple -white skin.,langeek_c1
turnover,C1,/ˈtɜːrnˌo ʊvər/,Overall profit made by a business during a specific time period.,langeek_c1
turquoise,C1,/ˈtɜːrkɔɪz/,Greenish -blue in color .,langeek_c1
tusk,C1,/tʌsk/,A long pointed tooth protruding from certain animals’ mouths.,langeek_c1
twin bedroom,C1,/twɪn ˈbɛdruːm/,Room in hotel containing two separate single beds.,langeek_c1
twist,C1,/twɪst/,To bend something into a particular shape or position.,langeek_c1
unblock,C1,/ʌnˈblɑːk/,"To remove restrictions for accessing websites, phones, or",langeek_c1
uncertainty,C1,/ʌnˈsɜrtnti/,"A condition that is unsettled, unpredictable, or dependent on",langeek_c1
undecided,C1,/ˌʌndɪˈsaɪdɪd/,Unable to make a decision or form definite opinion about,langeek_c1
undeniable,C1,/ˌʌndɪˈnaɪəbəl/,Clearly true and impossible to deny or question logically.,langeek_c1
undercover,C1,/ˌʌndərˈkʌvər/,Operating secretly to investigate criminal activity.,langeek_c1
underdog,C1,/ˈʌndərdɒɡ/,A competitor expected to lose due disadvantages.,langeek_c1
underemployed,C1,/ˌʌndərɪmˈpl ɔɪd/,Not fully utilized in one’s job or having little work.,langeek_c1
underestimate,C1,/ˌʌndərˈɛstɪˌmeɪt/,To regard someone or something as less important than reality.,langeek_c1
underlie,C1,/ˌʌndərˈlaɪ/,To serve as foundation or primary cause for something.,langeek_c1
underlying,C1,/ˌʌndərˈlaɪɪŋ/,"Hidden or not immediately obvious, often suggesting a deeper",langeek_c1
undermine,C1,/ˌʌndərˈma ɪn/,To gradually weaken authority confidence or effectiveness over,langeek_c1
undertake,C1,/ˌʌndərˈteɪk/,To accept responsibility or promise to perform a specific task.,langeek_c1
undesirable,C1,/ˌʌndɪˈzaɪrəbəl/,"Not wanted, unpleasant, or causing negative consequences.",langeek_c1
undoubtedly,C1,/ʌnˈdaʊtɪdli/,"Without any doubt, certainly true or factual.",langeek_c1
uneasy,C1,/ʌnˈiːzi/,"Nervous, anxious, or uncomfortable about a possible event.",langeek_c1
ungrammatical,C1,/ˌʌnɡrəˈmætɪkəl/,Not conforming to standard grammar rules or correct usage.,langeek_c1
unify,C1,/ˈjuːn ɪfaɪ/,To become or make whole or united as one entity.,langeek_c1
unprecedented,C1,/ʌnˈprɛsɪdɛntɪd/,Never having existed or occurred before.,langeek_c1
unpredictable,C1,/ˌʌnprɪˈdɪktəbl/,Impossible to forecast due to frequent and sudden changes.,langeek_c1
unruly,C1,/ʌnˈruːli/,"Refusing to obey rules, authority, or control.",langeek_c1
unstated,C1,/ʌnˈste ɪtɪd/,"Not clearly expressed, declared, or communicated in words.",langeek_c1
unveil,C1,/ʌnˈveɪl/,"To remove a cover for public viewing, often ceremonially.",langeek_c1
up against (phr .),C1,/ʌp əˈɡɛnst/,Facing a difficult or hostile situation directly.,langeek_c1
upcoming,C1,/ˈʌpˌkʌmɪŋ/,About to happen.,langeek_c1
upgrade,C1,/ʌpˈɡreɪd/,To improve a computer system or software for better,langeek_c1
uphold,C1,/ʌpˈho ʊld/,To state that a previous decision or judgment is correct.,langeek_c1
upmarket,C1,/ˌʌpˈmɑːrkɪt/,Intended for or used by wealthy individuals.,langeek_c1
upright,C1,/ˈʌpˌraɪt/,Standing or sitting with straight back or posture.,langeek_c1
upstream,C1,/ʌpˈstriːm/,Directed or moving against the current of a river or stream.,langeek_c1
usb,C1,/ˌjuːɛsˈbiː/,Universal connector for linking computers and other electronic,langeek_c1
utilize,C1,/ˈjuːtəˌlaɪz/,To put something to effective use for a particular purpose.,langeek_c1
utterly,C1,/ˈʌtərli/,"To the fullest degree, completely and absolutely.",langeek_c1
vacancy,C1,/ˈveɪkənsi/,A position or job that is currently available for employment.,langeek_c1
vacant,C1,/ˈveɪkənt/,Empty or unoccupied and available for use.,langeek_c1
vaccinate,C1,/ˈvæks əˌneɪt/,To protect someone against disease using preventive shot.,langeek_c1
vague,C1,/veɪɡ/,Not clear or specific.,langeek_c1
vain,C1,/veɪn/,"Excessively proud of appearance, abilities, or achievements.",langeek_c1
vandalize,C1,/ˈvænd əˌlaɪz/,To intentionally damage or destroy public or private property.,langeek_c1
vanilla,C1,/vəˈnɪlə/,"Sweet flavor derived from tropical plant beans, artificial or",langeek_c1
vanish,C1,/ˈvæn ɪʃ/,To suddenly and mysteriously disappear without any,langeek_c1
vapor,C1,/ˈveɪpər/,Tiny liquid droplets suspended in air due to heating.,langeek_c1
varied,C1,/ˈvɛərɪd/,Including many different types.,langeek_c1
vegetation,C1,/ˌvɛdʒəˈteɪʃən/,"General plant life, particularly in a specific area.",langeek_c1
velvet,C1,/ˈvɛlvɪt/,"Soft, thick fabric, usually made of cotton or silk.",langeek_c1
venture,C1,/ˈvɛnʧər/,Business activity undertaken with significant risk for potential,langeek_c1
verdict,C1,/ˈvɜːrdɪkt/,A jury’s official decision in a case.,langeek_c1
verify,C1,/ˈvɛrɪfaɪ/,To check or confirm the accuracy or truth of something.,langeek_c1
versatile,C1,/ˈvɜːrsətaɪl/,Able to perform many tasks or be used in multiple ways.,langeek_c1
vessel,C1,/ˈvɛsl/,Any vehicle designed for travel across or through water .,langeek_c1
veteran,C1,/ˈvɛtərən/,Former armed forces member who fought in war .,langeek_c1
viaduct,C1,/ˈvaɪəˌdʌkt/,Long elevated structure carrying road or railway over valley or,langeek_c1
vibrant,C1,/ˈvaɪbrənt/,(Of colors) bright and strong.,langeek_c1
vicious,C1,/ˈvɪʃəs/,"Violent, cruel, or deliberately harmful.",langeek_c1
viewpoint,C1,/ˈvjuːp ɔɪnt/,Particular perspective or way of considering a subject.,langeek_c1
villainous,C1,/ˈvɪlənəs/,"Showing cruel, immoral, or evil behavior .",langeek_c1
violate,C1,/ˈvaɪəˌleɪt/,"To disobey or break a law, rule, or formal agreement.",langeek_c1
visibility,C1,/ˌvɪzəˈbɪlɪti/,"Distance one can clearly see, especially under weather",langeek_c1
vlog,C1,/vlɒɡ/,Video blog where creators share personal experiences online.,langeek_c1
vocal,C1,/ˈvoʊkəl/,Expressing opinions loudly or freely without restraint.,langeek_c1
vocational,C1,/voʊˈkeɪʃənəl/,Related to skills or knowledge needed for a specific occupation.,langeek_c1
voice,C1,/vɔɪs/,Verb form indicating whether subject performs or receives,langeek_c1
voucher,C1,/ˈvaʊtʃər/,Paper or digital code used instead of money or for discounts.,langeek_c1
vulnerable,C1,/ˈvʌlnərəbl/,Susceptible to harm or attack.,langeek_c1
wade,C1,/weɪd/,To walk through shallow water carefully or steadily.,langeek_c1
waistline,C1,/ˈweɪsˌtlaɪn/,Measurement around the narrowest part of the body.,langeek_c1
war-torn,C1,/ˈwɔːr tɔːrn/,Severely damaged or destroyed due to conflict or war .,langeek_c1
warehouse,C1,/ˈwɛrˌhaʊs/,Large building used to store raw materials or finished products.,langeek_c1
warfare,C1,/ˈwɔːrˌfɛər/,"Engagement in armed conflict, especially using strategies or",langeek_c1
warm -blooded,C1,/ˌwɔːrmˈbl ʌdɪd/,Describing animals maintaining higher temperature than their,langeek_c1
warm up,C1,/wɔːrm ʌp/,To make already cooked food hot again.,langeek_c1
warrant,C1,/ˈwɒrənt/,Legal authorization for arrest or search actions.,langeek_c1
wary,C1,/ˈwɛri/,Feeling or showing caution about possible dangers or problems.,langeek_c1
wasp,C1,/wɑːsp/,Winged insect with sting and black -and-yellow colors.,langeek_c1
wastebasket,C1,/ˈweɪstˌbæsk ɪt/,"Open container for holding trash, especially paper waste.",langeek_c1
wavelength,C1,/ˈweɪvˌlɛŋθ/,Distance between one point on a wave and the next similar,langeek_c1
weaken,C1,/ˈwiːk ən/,"To become less strong, resolved, or determined over time.",langeek_c1
weasel,C1,/ˈwiːzl/,Deceitful and sneaky person who manipulates situations.,langeek_c1
weathergirl,C1,/ˈwɛðərˌɡɜːrl/,Woman reporting weather conditions on TV or radio.,langeek_c1
weave,C1,/wiːv/,To create fabric by interlacing threads or strands in a pattern.,langeek_c1
weblog,C1,/ˈwɛblɒɡ/,Website regularly updated with personal or topic -specific,langeek_c1
weightless,C1,/ˈweɪtləs/,Appearing to have no weight due to absent gravity.,langeek_c1
wetsuit,C1,/ˈwɛtsuːt/,Tight rubber suit worn underwater to keep swimmer warm.,langeek_c1
whatsoever,C1,/ˌwɒtsoʊˈɛvər/,"Not at all, used to add emphasis to negation.",langeek_c1
whereby,C1,/wɛrˈbaɪ/,In a manner or method according to a particular rule or process.,langeek_c1
whip,C1,/wɪp/,To strike forcefully with a flexible tool or cord.,langeek_c1
whirlwind,C1,/ˈwɜːrlwɪnd/,Very strong spinning wind causing destruction in its path.,langeek_c1
whistle,C1,/ˈwɪsəl/,To produce sound by blowing through lips.,langeek_c1
white blood cell,C1,/waɪt blʌd sɛl/,Cell protecting body against diseases and infections.,langeek_c1
wholesale,C1,/ˈhoʊlseɪl/,To sell large quantities of goods to retailers rather than,langeek_c1
wholly,C1,/ˈhoʊlli/,Completely or entirely to the full extent.,langeek_c1
wig,C1,/wɪɡ/,Artificial hairpiece worn to cover or change one’s hair .,langeek_c1
wildfire,C1,/ˈwaɪldfaɪər/,A fast -spreading uncontrolled fire in natural areas.,langeek_c1
window box,C1,/ˈwɪndoʊ bɒks/,Container outside a window used for growing plants.,langeek_c1
windowpane,C1,/ˈwɪndoʊˌpeɪn/,Single piece of glass in a window frame.,langeek_c1
wine and dine,C1,/waɪn ənd da ɪn/,Entertain someone with generous food and drink.,langeek_c1
wine tasting,C1,/waɪn ˈte ɪstɪŋ/,Event where people taste and compare different types of wine.,langeek_c1
witeout,C1,/ˈwaɪtaʊt/,White liquid applied to cover writing mistakes on paper .,langeek_c1
with flying colors,C1,/wɪð ˈfla ɪɪŋ ˈkʌlərz/,In a very successful or outstanding manner .,langeek_c1
withdrawn,C1,/wɪðˈdrɔːn/,"Socially distant, avoiding interaction with others.",langeek_c1
womb,C1,/wuːm/,Female organ where baby develops before birth.,langeek_c1
woodwind,C1,/ˈwʊdwɪnd/,Wind instruments producing sound through air vibration.,langeek_c1
workforce,C1,/ˈwɜːrkfɔːrs/,"All individuals employed in a particular company, industry, or",langeek_c1
workload,C1,/ˈwɜːrklo ʊd/,Amount of work assigned to a person or organization over time.,langeek_c1
workstation,C1,/ˈwɜːrkste ɪʃən/,High -performance desktop computer connected to a network,langeek_c1
worn out,C1,/wɔːrn a ʊt/,Extremely tired from prolonged physical exertion.,langeek_c1
worship,C1,/ˈwɜːrʃɪp/,To honor and respect God or deity through ritual acts.,langeek_c1
worthless,C1,/ˈwɜrθlɪs/,"Having no meaningful value, impact, or practical utility.",langeek_c1
worthwhile,C1,/ˈwɜːrθˌwaɪl/,"Deserving time, effort, or attention.",langeek_c1
wrap up,C1,/ræp ʌp/,"To complete or conclude a meeting, task, or agreement.",langeek_c1
wretch,C1,/rɛtʃ/,Someone who behaves in an evil or immoral manner .,langeek_c1
wrinkly,C1,/ˈrɪŋkli/,"Having many lines, creases, or folds on the surface.",langeek_c1
yap,C1,/jæp/,To talk excessively or annoyingly without stopping.,langeek_c1
year -round,C1,/ˈjɪər raʊnd/,Occurring continuously throughout the entire year .,langeek_c1
yearlong,C1,/ˈjɪəˌlɔːŋ/,Continuing for the entire duration of a year .,langeek_c1
yearly,C1,/ˈjɪərli/,Happening once per year .,langeek_c1
yell,C1,/jɛl/,"To shout loudly, often to express anger or call attention.",langeek_c1
yield,C1,/jiːld/,"To produce or provide crops, results, or products from",langeek_c1
youthful,C1,/ˈjuːθfəl/,Possessing characteristics typical of young people.,langeek_c1
yummy,C1,/ˈjʌmi/,Tasting very good or highly enjoyable to eat.,langeek_c1
zeppelin,C1,/ˈzɛplɪn/,Large airship originally developed and used in Germany.,langeek_c1
zero -emission,C1,/ˌzɪroʊ ɪˈmɪʃən/,Producing no harmful exhaust gases during operation.,langeek_c1
zodiac,C1,/ˈzoʊdiˌæk/,"Celestial zone where sun, moon, planets move annually.",langeek_c1
zoology,C1,/zoʊˈɑːlədʒi/,"Branch of biology studying animals, their classification,",langeek_c1
zumba,C1,/ˈzʊmbə/,Fitness program involving Latin -inspired dance movements.,langeek_c1
abandoning,B2,,,ngsl_awl_nawl
abandonment,B2,,,ngsl_awl_nawl
abandons,B2,,,ngsl_awl_nawl
abdominal,C1,,,ngsl_awl_nawl
abdominals,C1,,,ngsl_awl_nawl
ability,A2,,,ngsl_awl_nawl
abnormal,B2,,,ngsl_awl_nawl
abnormally,B2,,,ngsl_awl_nawl
abroad,B1,,,ngsl_awl_nawl
absence,B1,,,ngsl_awl_nawl
absorbing,C1,,,ngsl_awl_nawl
absorbings,C1,,,ngsl_awl_nawl
absorbs,C1,,,ngsl_awl_nawl
absorption,C1,,,ngsl_awl_nawl
absorptions,C1,,,ngsl_awl_nawl
abstraction,B2,,,ngsl_awl_nawl
abstractions,B2,,,ngsl_awl_nawl
abstractly,B2,,,ngsl_awl_nawl
abstracts,B2,,,ngsl_awl_nawl
academia,B2,,,ngsl_awl_nawl
academically,B2,,,ngsl_awl_nawl
academics,B2,,,ngsl_awl_nawl
academies,B2,,,ngsl_awl_nawl
academy,B2,,,ngsl_awl_nawl
accelerated,C1,,,ngsl_awl_nawl
accelerates,C1,,,ngsl_awl_nawl
accelerating,C1,,,ngsl_awl_nawl
acceleratings,C1,,,ngsl_awl_nawl
acceleration,C1,,,ngsl_awl_nawl
accelerations,C1,,,ngsl_awl_nawl
accent,C1,,,ngsl_awl_nawl
accented,C1,,,ngsl_awl_nawl
accenting,C1,,,ngsl_awl_nawl
accentings,C1,,,ngsl_awl_nawl
accents,C1,,,ngsl_awl_nawl
accept,A2,,,ngsl_awl_nawl
accessed,B2,,,ngsl_awl_nawl
accesses,B2,,,ngsl_awl_nawl
accessibility,B2,,,ngsl_awl_nawl
accessing,B2,,,ngsl_awl_nawl
accommodate,B2,,,ngsl_awl_nawl
accommodated,B2,,,ngsl_awl_nawl
accommodates,B2,,,ngsl_awl_nawl
accommodating,B2,,,ngsl_awl_nawl
accommodation,B1,,,ngsl_awl_nawl
accompanied,B2,,,ngsl_awl_nawl
accompanies,B2,,,ngsl_awl_nawl
accompaniment,B2,,,ngsl_awl_nawl
accompanying,B2,,,ngsl_awl_nawl
accord,A2,,,ngsl_awl_nawl
accumulated,B2,,,ngsl_awl_nawl
accumulates,B2,,,ngsl_awl_nawl
accumulating,B2,,,ngsl_awl_nawl
accumulatings,C1,,,ngsl_awl_nawl
accumulation,B2,,,ngsl_awl_nawl
accumulations,C1,,,ngsl_awl_nawl
accuracies,C1,,,ngsl_awl_nawl
accuracy,B2,,,ngsl_awl_nawl
accurately,B2,,,ngsl_awl_nawl
achievable,B2,,,ngsl_awl_nawl
achieved,B2,,,ngsl_awl_nawl
achievement,B1,,,ngsl_awl_nawl
achievements,B2,,,ngsl_awl_nawl
achieves,B2,,,ngsl_awl_nawl
achieving,B2,,,ngsl_awl_nawl
acidic,C1,,,ngsl_awl_nawl
acidics,C1,,,ngsl_awl_nawl
acids,C1,,,ngsl_awl_nawl
acknowledged,B2,,,ngsl_awl_nawl
acknowledgemens,B2,,,ngsl_awl_nawl
acknowledgement,B2,,,ngsl_awl_nawl
acknowledges,B2,,,ngsl_awl_nawl
acknowledging,B2,,,ngsl_awl_nawl
acquired,B2,,,ngsl_awl_nawl
acquires,B2,,,ngsl_awl_nawl
acquiring,B2,,,ngsl_awl_nawl
acquisitions,B2,,,ngsl_awl_nawl
activated,C1,,,ngsl_awl_nawl
activates,C1,,,ngsl_awl_nawl
activating,C1,,,ngsl_awl_nawl
activatings,C1,,,ngsl_awl_nawl
actively,C1,,,ngsl_awl_nawl
activity,A2,,,ngsl_awl_nawl
actually,A2,,,ngsl_awl_nawl
acutest,C1,,,ngsl_awl_nawl
adaptability,B2,,,ngsl_awl_nawl
adaptable,B2,,,ngsl_awl_nawl
adaptations,B2,,,ngsl_awl_nawl
adapted,B2,,,ngsl_awl_nawl
adapting,B2,,,ngsl_awl_nawl
adaptive,B2,,,ngsl_awl_nawl
adaptives,C1,,,ngsl_awl_nawl
adapts,B2,,,ngsl_awl_nawl
adequacy,B2,,,ngsl_awl_nawl
adequate,B2,,,ngsl_awl_nawl
adequately,B2,,,ngsl_awl_nawl
adjacents,C1,,,ngsl_awl_nawl
adjust,B2,,,ngsl_awl_nawl
adjusted,B2,,,ngsl_awl_nawl
adjusting,B2,,,ngsl_awl_nawl
adjustment,B2,,,ngsl_awl_nawl
adjustments,B2,,,ngsl_awl_nawl
adjusts,B2,,,ngsl_awl_nawl
administrate,B2,,,ngsl_awl_nawl
administrates,B2,,,ngsl_awl_nawl
administration,B1,,,ngsl_awl_nawl
administrations,B2,,,ngsl_awl_nawl
administratively,B2,,,ngsl_awl_nawl
administrators,B2,,,ngsl_awl_nawl
admissions,C1,,,ngsl_awl_nawl
adolescents,C1,,,ngsl_awl_nawl
adults,B2,,,ngsl_awl_nawl
advice,B1,,,ngsl_awl_nawl
adviser,B2,,,ngsl_awl_nawl
advocacy,B2,,,ngsl_awl_nawl
advocated,B2,,,ngsl_awl_nawl
advocates,B2,,,ngsl_awl_nawl
advocating,B2,,,ngsl_awl_nawl
aeroplane,C1,,,ngsl_awl_nawl
aeroplanes,C1,,,ngsl_awl_nawl
aerosol,C1,,,ngsl_awl_nawl
aerosols,C1,,,ngsl_awl_nawl
aesthetic,C1,,,ngsl_awl_nawl
aesthetics,C1,,,ngsl_awl_nawl
affect,A2,,,ngsl_awl_nawl
affected,B2,,,ngsl_awl_nawl
affecting,B2,,,ngsl_awl_nawl
